183,58,14000,25464480,15000,0
211,500,11000,20338609,683,0
14,5,556,18272447,331,0
55,92,2000,17378977,997,0
179,0,13000,17096053,5000,0
221,25,929,21371425,13000,0
158,108,220,33071558,21000,0
73,22,918,17655201,851,0
65,15,1000,16247775,767,0
23,0,18000,16153600,720,0
63,176,176,16033556,0,0
132,31,651,16667084,11000,0
191,36,2000,15417771,0,0
91,164,258,15156200,328,0
368,337,11000,21589307,27000,0
89,134,655,20339754,441,0
83,293,773,28873374,0,0
83,23,839,15102127,0,0
33,14,1000,13684949,227,0
386,64,13000,14597405,17000,0
191,47,3000,12570442,808,0
16,28,962,12514138,1000,0
297,0,1000,43771291,15000,0
47,2,772,11703287,1000,0
63,13,15000,11560259,0,0
144,406,989,10824921,16000,0
77,31,4000,10561238,0,0
325,13000,11000,14479776,20000,0
100,532,4000,9801782,0,0
52,18,7000,8070311,0,0
163,434,1000,8460995,0,0
137,350,460,8111360,0,0
180,0,20000,8828771,25000,0
321,207,40000,67631157,25000,2
100,4,939,7563670,518,0
265,63,7000,6619173,25000,0
212,44,1000,6857503,0,0
162,194,1000,6712241,35000,0
147,87,1000,6842058,14000,0
33,0,886,6491350,49,0
94,63,24,9473382,0,0
143,0,874,6197866,0,0
38,9,12000,6044618,398,0
126,0,628,7764027,0,0
168,0,427,5998971,0,0
91,57,1000,21569041,0,0
46,49,719,4356743,0,0
198,0,23000,5484375,0,0
139,102,14000,5348317,0,0
182,157,2000,4244155,0,0
181,64,144,5004648,0,0
23,60,823,3333823,0,0
30,34,10000,3275585,561,0
111,0,402,3193102,944,0
287,549,3000,54557348,18000,0
96,25,902,3041803,345,0
27,4,754,3060858,208,0
44,108,634,1055654,0,0
49,105,982,2331318,0,0
57,0,1000,2185266,1000,0
185,4,533,26583369,10000,0
2,76,902,800000,106,0
270,387,6000,7574066,0,0
94,129,749,1754319,0,0
157,0,530,1641788,0,0
49,3,14000,1631839,242,0
80,41,16000,1309849,0,0
221,34,11000,1939441,20000,0
90,0,975,1276984,795,0
376,607,11000,1987762,12000,0
144,17,2000,1474508,0,0
82,23,22000,1011054,0,0
51,0,966,900926,319,0
192,0,20000,866778,0,0
36,0,816,836641,74,0
71,0,990,598645,725,0
79,0,603,578527,883,0
246,0,478,488872,0,0
115,787,787,365734,952,0
34,324,678,231417,33,0
129,593,374,3093491,5000,0
22,163,837,244465,85,0
196,0,18000,756452,12000,0
73,24,374,228524,345,0
43,302,893,226792,117,0
129,800,49000,221210,0,0
200,76,798,136432,0,0
79,216,1000,131617,661,0
112,26,17000,152857,0,0
17,3,16000,126247,321,0
20,11,665,82739,503,0
12,21,78,169379,874,0
29,71,795,15447,89,0
23,7,12000,19348,370,0
22,0,806,100503,1000,0
43,8,1000,92900,546,0
16,50,835,140987,58,0
20,7,906,5561,160,0
71,275,439,3607,0,0
27,0,11000,70527,376,0
66,4,63,11835,1000,0
152,419,398,128486,0,0
248,99,17000,16025394,0,0
52,0,786,2483955,957,0
55,41,723,57176582,0,0
130,43,742,43100000,0,0
447,0,678,225377,33000,0
66,17,1000,14114488,616,0
61,176,924,46300000,0,0
232,0,148,12899702,0,0
106,100,33000,113155,0,0
56,12,21000,2600000,0,0
41,116,594,1602466,0,0
439,3000,10000,3029870,50000,0
50,147,8000,3047539,12000,0
392,0,1000,78900000,23000,2
277,365,383,30859000,0,0
259,50,17000,3571735,0,0
66,278,402,50000000,0,0
129,92,244,63600000,0,0
29,473,890,36049108,0,0
32,92,1000,34074895,0,0
142,85,311,33244684,0,0
263,909,909,24530513,0,0
285,65,2000,71519230,15000,2
64,0,3000,20035310,580,0
150,8,982,18225165,0,0
136,37,12000,17804273,1000,0
132,46,14000,16938179,0,0
71,644,392,90400000,0,2
186,17,607,16235293,0,0
39,2,911,11827301,266,0
46,0,591,10161099,0,0
201,84,22000,6610326,0,0
32,17,591,6126237,419,0
117,188,187,6047856,1000,0
136,23,1000,4681503,838,0
15,157,4000,4350774,0,0
46,6,970,3420871,0,0
65,49,702,2955039,313,0
100,38,745,1530535,215,0
129,26,1000,4881867,1000,0
103,162,23000,1043487,0,0
77,43,45,770629,0,0
67,64,2000,11860839,0,0
31,6,7,454255,124,0
76,930,982,349618,375,0
81,608,149,112935,484,0
26,3,679,883887,0,0
24,11,185,13751,135,0
80,28,573,145109,0,0
41,0,922,1046166,128,0
66,25,963,2874,120,0
35,4,442,174635000,0,2
163,236,580,171320,0,0
133,8,4000,14373825,0,0
66,3,2000,162,0,0
147,541,967,32222567,19000,0
273,108,12000,39462438,0,0
32,43,563,29200000,1000,0
52,68,3000,21564616,0,0
175,729,2000,14879556,0,0
167,300,579,13569248,0,0
132,17,35000,34017854,8000,0
66,170,736,4273372,0,0
222,319,2000,4440055,0,0
210,160,8000,4018695,27000,0
60,71,967,80000000,0,2
346,78,0,6262942,18000,0
46,407,638,1997807,196,0
15,11,3000,1207007,341,0
169,644,97,1829142,0,0
25,0,964,3827466,0,0
81,80,668,90800000,0,2
147,163,2000,140244,8000,0
215,16000,13000,107930000,45000,2
63,21,1000,76657000,0,2
534,66,15000,32279955,65000,0
66,422,861,4992159,713,0
119,338,354,163214286,15000,2
43,2000,15000,69800000,0,2
270,36,7000,59889948,15000,0
99,0,217,52287414,24000,0
224,0,133,45063889,11000,0
58,548,389,40066497,0,0
53,152,16000,36500000,0,0
37,44,1000,27362712,0,0
11,0,585,34746109,559,0
327,129,23000,34963967,40000,0
135,5,449,25926543,0,0
164,19,363,26049082,0,0
41,0,18000,22551000,0,0
143,13,803,22800000,0,0
109,0,969,18090181,0,0
59,13,452,17843379,0,0
95,3,876,18811135,0,0
40,33,744,17278980,0,0
121,3,24000,16699684,0,0
358,79,13000,50815288,0,0
288,126,23000,15047419,18000,0
107,44,15000,14015786,938,0
91,78,12000,10269307,0,0
231,132,434,17536788,12000,0
262,87,15000,58401464,19000,0
7,10,851,8880705,160,0
196,54,776,8279017,0,0
83,18,1000,10106233,0,0
11,15,883,4692814,77,0
72,26,1000,5018450,859,0
51,133,12000,25967000,788,0
328,26,1000,3442820,0,0
248,608,1000,3205244,0,0
128,341,963,3076425,0,0
45,73,1000,2275557,0,0
49,71,1000,1789892,515,0
163,16,943,6350058,20000,0
163,13,5000,1094798,0,0
90,14,14000,1071240,429,0
23,23,1000,532190,0,0
118,45,61,686383,11000,0
283,109,480,16168741,43000,0
74,12,2000,568695,412,0
41,30,480,398420,226,0
66,200,21000,336456,494,0
36,2,735,146083,75,0
140,8,553,298110,0,0
32,387,8000,127144,143,0
68,36,10000,117190,0,0
79,3,905,108662,3000,0
26,53,954,53481,294,0
100,346,947,23106,532,0
56,43,144,52961,675,0
