723,0,1000,760505847,33000,1
302,563,40000,309404152,0,1
602,0,11000,200074175,85000,2
813,22000,27000,448130642,164000,1
462,475,640,73058679,24000,2
392,0,24000,336530303,0,1
324,15,799,200807262,29000,2
635,0,26000,458991599,118000,1
375,282,25000,301956980,10000,1
673,0,15000,330249062,197000,1
434,0,18000,200069408,0,2
403,395,451,168368427,0,2
313,563,40000,423032628,5000,1
450,563,40000,89289910,48000,2
733,0,15000,291021565,118000,1
258,80,22000,141614023,0,2
703,0,26000,623279547,123000,1
448,252,40000,241063875,58000,1
451,188,10000,179020854,40000,2
422,0,5000,255108370,65000,1
599,464,15000,262030663,56000,1
343,0,891,105219735,17000,2
509,0,5000,258355354,83000,1
251,129,16000,70083519,0,2
446,0,6000,218051260,0,1
315,0,29000,658672302,26000,1
516,94,21000,407197282,72000,1
377,532,14000,65173160,44000,0
644,365,3000,652177271,150000,1
750,0,883,304360277,80000,1
300,0,24000,373377893,0,1
608,1000,21000,408992272,95000,1
451,13000,40000,334185206,24000,1
334,420,20000,234360014,0,1
376,37,12000,268488329,44000,1
366,0,894,402076689,0,1
378,0,974,245428137,56000,1
525,0,44000,234903076,60000,1
495,464,15000,202853933,41000,2
469,364,12000,172051787,30000,2
304,487,1000,191450875,10000,2
436,258,16000,116593191,24000,2
453,125,15000,414984497,30000,1
422,368,23000,125320003,0,2
424,0,26000,350034110,94000,1
654,395,17000,202351611,129000,2
539,0,34000,233914986,82000,1
590,14000,19000,228756232,92000,1
338,0,979,65171860,22000,0
490,1000,29000,144812796,115000,2
306,179,15000,90755643,23000,2
575,0,16000,101785482,83000,2
428,0,894,352358779,46000,1
470,14000,11000,317011114,5000,1
298,113,275,123070338,20000,2
488,56,2000,237282182,39000,1
322,681,998,130468626,30000,2
421,475,1000,223806889,16000,1
162,420,268,140080850,0,2
367,776,1000,166112167,13000,2
240,0,18000,137850096,0,2
384,0,17000,47375327,44000,0
248,282,11000,124051759,29000,2
284,80,1000,291709845,0,1
396,0,34000,154985087,54000,2
645,22000,23000,533316061,37000,1
408,0,1000,292979556,27000,1
219,11,1000,198332128,0,2
486,4000,21000,318298180,10000,1
682,17000,17000,73820094,42000,2
85,188,10000,113745408,0,2
264,357,5000,102176165,0,2
418,452,10000,161087183,80000,2
186,293,87000,100289690,2000,2
585,218,10000,100189501,77000,2
91,58,711,88246220,0,2
250,208,23000,150167630,0,2
536,0,1000,356454367,118000,1
370,4000,19000,362645141,65000,1
453,4000,21000,312057433,18000,1
416,274,26000,155111815,53000,2
401,171,11000,241407328,89000,1
521,198,10000,208543795,45000,2
218,47,18000,38297305,35000,0
576,94,19000,259746958,55000,1
226,31,4000,238371987,0,1
443,663,2000,93417865,37000,2
384,38,756,222487711,41000,1
377,66,975,189412677,40000,2
188,0,15000,665426,10000,0
286,776,890,102315545,67000,2
288,255,18000,217387997,33000,1
280,84,648,150350192,0,2
653,571,14000,333130696,96000,1
712,22000,11000,187991439,349000,2
642,22000,29000,292568851,175000,1
645,0,5000,303001229,166000,1
187,357,23000,144512310,14000,2
362,21000,11000,127490802,23000,2
500,905,34000,146405371,54000,2
389,508,34000,281666058,38000,1
235,226,12000,63143812,11000,0
231,249,87000,60655503,0,0
218,33,40000,76846624,30000,2
227,50,3000,320706665,0,1
275,0,3000,46978995,89000,0
474,230,24000,89732035,82000,2
228,150,531,104383624,11000,2
191,0,3000,198539855,0,2
396,0,662,318759914,8000,1
248,0,12000,34293771,0,0
329,282,21000,292000866,0,1
295,179,21000,289994397,0,1
318,532,10000,227946274,0,1
323,508,10000,256386216,11000,1
276,13000,40000,206456431,0,2
318,663,1000,206435493,10000,2
478,22000,23000,205343774,15000,2
167,35,1000,179982968,0,2
